age,annual_income,loan_amount,credit_score,employment_type,existing_loans,loan_term_months,missed_payments_last_year,defaulted
46,549336.0,432015.0,567,Salaried,0,60,1,0
34,274612.0,465739.0,623,Salaried,0,24,1,1
30,983491.0,80868.0,716,Self-Employed,3,12,1,0
37,763819.0,145123.0,340,Self-Employed,0,12,1,1
30,904451.0,646557.0,438,Self-Employed,2,24,1,0
40,261645.0,697744.0,812,Self-Employed,0,12,0,1
34,844881.0,105994.0,569,Salaried,0,60,0,0
54,865007.0,604930.0,876,Salaried,0,48,0,0
51,618334.0,632458.0,449,Business,0,12,1,0
38,402156.0,920201.0,775,Self-Employed,1,24,1,0
31,744368.0,601229.0,430,Self-Employed,2,24,1,1
42,608202.0,343774.0,478,Business,0,12,0,0
21,558152.0,657066.0,433,Self-Employed,1,24,0,0
29,863900.0,385795.0,782,Salaried,1,12,0,0
56,754006.0,508857.0,819,Self-Employed,4,24,0,0
54,797022.0,104504.0,851,Salaried,1,60,0,0
47,603545.0,242160.0,517,Business,0,60,1,0
55,577124.0,465419.0,486,Self-Employed,0,12,1,0
62,541425.0,374855.0,714,Salaried,2,48,1,0
61,1235847.0,93913.0,676,Salaried,1,12,1,0
58,508999.0,133015.0,313,Salaried,0,48,2,0
39,627189.0,549127.0,395,Salaried,2,12,0,1
39,611216.0,576216.0,430,Salaried,2,12,0,1
40,857148.0,686231.0,855,Self-Employed,0,48,1,0
64,311914.0,128650.0,799,Salaried,2,24,0,0
57,672322.0,315743.0,730,Business,1,24,1,0
45,171885.0,311424.0,303,Salaried,0,60,0,1
52,1092311.0,64331.0,550,Salaried,0,48,1,0
21,653335.0,442732.0,380,Self-Employed,4,24,0,1
58,690498.0,460939.0,485,Self-Employed,0,36,0,0
36,585372.0,441545.0,506,Self-Employed,0,12,1,1
59,599338.0,581084.0,590,Self-Employed,0,60,0,1
55,430140.0,191031.0,328,Salaried,2,24,0,0
26,307696.0,273277.0,654,Self-Employed,3,24,2,1
61,611843.0,336844.0,353,Salaried,2,24,0,0
61,962631.0,489924.0,600,Salaried,0,24,0,0
50,454278.0,597360.0,418,Salaried,3,36,0,1
31,395347.0,231507.0,867,Business,3,36,0,0
50,663620.0,189930.0,846,Salaried,2,12,0,0
57,591613.0,336020.0,307,Salaried,1,36,0,0
51,969292.0,265233.0,810,Business,5,12,0,0
51,688788.0,449302.0,583,Self-Employed,1,60,1,1
31,512765.0,601284.0,723,Self-Employed,3,12,2,1
24,678114.0,273842.0,579,Business,2,12,1,1
47,732536.0,510981.0,369,Salaried,0,60,2,1
26,636360.0,402734.0,816,Self-Employed,1,24,0,0
38,643180.0,713960.0,464,Business,2,60,1,1
64,931499.0,655782.0,347,Self-Employed,4,12,0,1
49,533011.0,516190.0,795,Self-Employed,0,24,0,1
25,639534.0,488540.0,670,Salaried,1,12,0,0
50,389684.0,528022.0,324,Salaried,2,60,1,1
21,623886.0,509822.0,571,Business,0,36,0,1
43,187492.0,421576.0,433,Business,1,12,0,0
59,438919.0,362572.0,632,Self-Employed,1,24,0,0
38,1017874.0,519279.0,503,Salaried,0,48,0,0
23,663626.0,295110.0,812,Business,0,60,1,0
22,561059.0,315071.0,692,Self-Employed,2,24,0,0
61,843308.0,104669.0,687,Salaried,0,36,2,0
22,853249.0,424125.0,304,Business,2,36,1,1
58,445161.0,525158.0,654,Salaried,0,12,1,0
25,360282.0,307562.0,613,Salaried,2,24,1,0
56,650879.0,514945.0,714,Salaried,0,24,0,0
56,517894.0,181494.0,736,Salaried,1,48,2,0
41,301024.0,831434.0,675,Salaried,0,24,0,0
52,756784.0,328356.0,374,Salaried,1,12,0,0
45,600601.0,361612.0,474,Business,2,48,0,0
22,475765.0,570889.0,523,Salaried,1,60,1,1
64,608006.0,461643.0,445,Salaried,1,36,2,0
64,451976.0,412483.0,758,Business,0,12,0,1
28,695463.0,263810.0,435,Self-Employed,2,48,0,0
46,633999.0,434237.0,576,Self-Employed,1,24,0,0
27,690870.0,320923.0,421,Salaried,1,24,0,0
62,948676.0,50000.0,727,Salaried,0,12,0,0
25,574439.0,601372.0,440,Salaried,0,24,0,0
21,555127.0,598050.0,472,Salaried,1,60,2,1
51,455688.0,300810.0,338,Business,0,60,0,0
39,685241.0,166297.0,794,Salaried,3,12,0,0
21,294731.0,646506.0,828,Salaried,1,36,0,0
32,623966.0,347872.0,407,Business,0,60,1,0
41,603949.0,218178.0,511,Self-Employed,2,24,0,0
60,681493.0,196708.0,399,Business,0,12,0,0
48,470617.0,343640.0,881,Salaried,2,12,1,0
54,700097.0,196526.0,787,Business,0,36,1,0
23,877701.0,137942.0,610,Salaried,0,60,0,0
51,759504.0,750774.0,323,Business,1,60,1,1
56,236569.0,279541.0,728,Salaried,3,24,2,1
52,632307.0,842709.0,770,Salaried,0,36,1,0
25,644425.0,102805.0,772,Salaried,1,12,0,0
29,532105.0,562014.0,514,Salaried,1,24,0,1
40,648898.0,267198.0,613,Salaried,0,24,1,0
22,505944.0,715434.0,756,Salaried,0,24,0,1
51,534267.0,601747.0,535,Salaried,0,36,0,0
25,538704.0,247174.0,458,Business,0,36,0,0
27,762485.0,381237.0,763,Self-Employed,2,48,0,0
51,455490.0,595703.0,743,Salaried,0,12,0,0
28,325145.0,798786.0,616,Salaried,0,12,2,1
64,267223.0,470556.0,797,Business,1,48,0,0
48,383490.0,652673.0,732,Salaried,2,12,2,1
47,487170.0,457290.0,544,Self-Employed,1,36,0,1
30,520951.0,596849.0,546,Business,0,12,0,0
49,466804.0,162407.0,813,Self-Employed,2,48,0,0
61,733010.0,636230.0,571,Business,0,12,0,0
63,377236.0,535979.0,437,Salaried,0,60,0,1
59,1144185.0,50000.0,506,Self-Employed,2,60,1,1
29,447297.0,373642.0,444,Self-Employed,0,36,0,1
57,724430.0,570451.0,329,Salaried,0,36,2,0
31,573070.0,231814.0,556,Salaried,1,24,1,0
51,705942.0,618516.0,708,Self-Employed,0,36,0,1
42,850808.0,411320.0,716,Salaried,2,24,0,0
52,797758.0,173950.0,797,Self-Employed,1,48,1,0
46,267341.0,302534.0,552,Business,0,60,1,0
26,757677.0,764029.0,659,Business,1,48,2,1
51,150000.0,419973.0,432,Salaried,0,36,1,1
64,1024864.0,536597.0,407,Salaried,0,48,0,0
52,998761.0,232816.0,477,Salaried,1,60,0,0
49,567646.0,157946.0,717,Self-Employed,0,36,0,0
40,817675.0,460691.0,311,Self-Employed,2,48,2,1
55,601077.0,461558.0,791,Self-Employed,1,24,0,0
50,1036238.0,505942.0,344,Salaried,1,36,0,0
44,840113.0,204430.0,608,Self-Employed,1,12,1,1
44,472814.0,336470.0,715,Salaried,0,24,0,0
44,624198.0,117696.0,391,Salaried,0,24,2,0
62,586430.0,50000.0,700,Salaried,0,60,2,0
23,150000.0,163320.0,686,Salaried,1,60,0,1
39,756447.0,553752.0,434,Salaried,2,48,0,0
34,390679.0,372280.0,530,Salaried,0,12,3,1
27,509324.0,564731.0,375,Salaried,0,24,0,0
29,1107487.0,50000.0,892,Self-Employed,1,24,0,0
37,757178.0,774613.0,886,Salaried,2,12,0,1
27,943320.0,440510.0,657,Business,1,48,0,0
47,411045.0,554970.0,677,Salaried,0,12,0,0
45,381516.0,562176.0,429,Self-Employed,1,36,0,1
58,433426.0,222930.0,816,Business,1,48,1,0
33,687866.0,50000.0,792,Salaried,0,24,0,0
22,257386.0,427310.0,881,Self-Employed,2,48,0,1
29,533817.0,349957.0,359,Salaried,2,12,0,1
29,636845.0,284001.0,731,Salaried,0,48,0,0
59,529533.0,217130.0,446,Salaried,0,12,0,0
62,545258.0,449047.0,716,Salaried,0,24,1,1
26,821230.0,376945.0,730,Salaried,3,12,0,0
53,916691.0,310470.0,663,Salaried,2,36,1,0
45,489651.0,470541.0,568,Salaried,1,60,0,1
42,560173.0,340522.0,537,Business,3,12,0,0
31,972852.0,749672.0,585,Salaried,0,60,1,0
53,920275.0,158685.0,446,Salaried,0,24,2,0
39,923748.0,733937.0,651,Salaried,1,48,2,0
59,172589.0,493448.0,564,Salaried,3,36,0,0
46,337192.0,362499.0,344,Salaried,0,60,1,1
31,553151.0,50000.0,861,Business,1,12,1,0
40,385197.0,305294.0,599,Self-Employed,1,24,0,0
44,150000.0,225933.0,842,Self-Employed,1,12,2,0
27,170822.0,768741.0,378,Salaried,0,12,2,1
37,543259.0,894266.0,827,Self-Employed,2,48,2,0
29,382517.0,614653.0,726,Business,2,24,0,0
34,345954.0,437949.0,410,Business,1,12,0,1
28,467345.0,216103.0,389,Salaried,1,48,0,0
61,321495.0,489961.0,728,Salaried,1,36,0,1
38,479772.0,260643.0,728,Salaried,0,24,0,0
23,651348.0,677275.0,565,Salaried,0,12,0,1
21,1052562.0,410181.0,886,Self-Employed,0,12,0,1
26,674419.0,364535.0,732,Salaried,0,24,0,0
30,690769.0,170902.0,835,Salaried,1,48,1,0
57,593742.0,482756.0,544,Business,0,12,0,1
36,644127.0,157310.0,733,Salaried,1,12,2,0
54,655499.0,369330.0,557,Salaried,0,12,1,0
36,660421.0,258724.0,428,Salaried,2,24,0,0
39,388490.0,421532.0,773,Salaried,3,48,2,1
21,613266.0,400640.0,868,Salaried,0,36,0,0
28,1182790.0,490675.0,591,Business,1,60,1,1
36,488058.0,50000.0,315,Salaried,0,60,0,1
23,601600.0,322726.0,702,Salaried,0,36,1,0
62,372215.0,309565.0,791,Business,1,60,0,0
22,409853.0,420775.0,328,Self-Employed,1,36,0,1
41,366683.0,388357.0,662,Salaried,2,48,1,1
35,1155126.0,50000.0,365,Salaried,1,12,2,0
59,493874.0,106745.0,314,Salaried,0,36,1,1
34,842151.0,373833.0,861,Salaried,1,60,1,0
52,784059.0,617386.0,679,Salaried,2,48,1,0
50,1029977.0,820162.0,443,Business,3,12,2,1
47,717727.0,564855.0,728,Business,2,48,0,0
64,731139.0,50000.0,842,Self-Employed,0,48,3,0
24,965589.0,525889.0,830,Self-Employed,1,48,2,0
28,910096.0,399890.0,836,Salaried,4,36,1,0
34,807790.0,327867.0,899,Salaried,1,60,0,0
39,776816.0,348776.0,410,Salaried,2,48,0,1
43,150000.0,643925.0,520,Self-Employed,0,60,0,1
55,449720.0,403461.0,875,Salaried,1,24,1,1
59,150000.0,593255.0,677,Self-Employed,0,36,0,1
26,434054.0,452679.0,490,Self-Employed,0,24,1,1
41,829718.0,561771.0,400,Business,0,36,3,0
60,530408.0,502275.0,457,Salaried,0,12,2,1
24,605616.0,796759.0,893,Salaried,0,48,1,0
34,858558.0,254818.0,816,Salaried,1,36,1,0
35,692957.0,212176.0,363,Self-Employed,0,24,0,1
40,1008290.0,358989.0,456,Self-Employed,1,48,0,0
60,609178.0,858979.0,751,Business,0,36,1,0
64,787457.0,511152.0,327,Salaried,0,60,0,1
59,621821.0,110170.0,598,Salaried,0,60,0,0
50,842279.0,555467.0,693,Salaried,0,12,2,0
37,1128985.0,558507.0,700,Salaried,0,24,1,0
28,1295216.0,297243.0,736,Salaried,1,12,0,0
55,698255.0,270021.0,343,Salaried,3,36,1,1
36,338458.0,257841.0,580,Business,2,36,1,1
53,527721.0,50000.0,709,Business,0,60,0,1
62,532961.0,436597.0,504,Self-Employed,3,48,0,1
41,538008.0,372410.0,553,Business,0,12,0,0
32,570952.0,671508.0,784,Self-Employed,1,48,1,1
60,691345.0,569404.0,832,Salaried,0,24,0,1
53,369743.0,384505.0,549,Salaried,1,24,3,1
55,651709.0,383752.0,885,Self-Employed,1,60,0,0
38,856014.0,887219.0,323,Self-Employed,1,60,1,1
25,488117.0,585989.0,891,Salaried,0,48,0,0
30,722018.0,321621.0,584,Business,1,36,0,1
62,701055.0,455429.0,610,Salaried,3,48,2,0
35,908630.0,703635.0,853,Salaried,1,36,1,0
33,809115.0,225808.0,607,Self-Employed,1,48,1,0
21,325025.0,449071.0,576,Salaried,1,48,0,0
53,576371.0,598797.0,400,Salaried,2,24,0,1
59,783228.0,373727.0,393,Self-Employed,1,48,1,0
31,830485.0,381513.0,875,Self-Employed,1,60,1,0
59,572123.0,196974.0,707,Salaried,3,36,0,0
58,743693.0,724204.0,475,Salaried,1,24,1,1
48,754303.0,176721.0,892,Salaried,0,24,0,0
31,396730.0,50000.0,593,Salaried,0,36,0,0
54,832658.0,646584.0,826,Self-Employed,1,48,1,0
48,483954.0,297788.0,562,Business,0,24,1,0
34,875468.0,405223.0,574,Self-Employed,1,60,0,0
61,199700.0,389770.0,581,Salaried,2,36,0,1
30,693847.0,457118.0,866,Salaried,0,36,1,0
58,854850.0,360763.0,524,Salaried,1,36,0,0
46,520390.0,305001.0,416,Salaried,0,24,0,0
51,759390.0,495407.0,399,Salaried,2,24,0,0
42,850981.0,50000.0,340,Business,3,60,0,1
51,321328.0,748099.0,402,Business,3,24,3,1
47,1146944.0,519331.0,880,Self-Employed,0,24,0,0
45,830733.0,123963.0,788,Self-Employed,0,36,1,0
64,647430.0,456257.0,631,Self-Employed,1,12,1,0
44,1298491.0,490502.0,492,Self-Employed,0,24,0,1
37,648659.0,479805.0,421,Self-Employed,0,12,1,0
26,626701.0,104212.0,835,Self-Employed,0,60,0,0
36,834178.0,354930.0,624,Salaried,2,60,1,1
53,693116.0,350558.0,679,Salaried,0,36,1,0
33,150000.0,248418.0,737,Salaried,1,48,0,1
62,1139227.0,50000.0,631,Self-Employed,1,60,1,0
30,448373.0,558822.0,589,Salaried,2,60,0,1
41,716705.0,618301.0,749,Business,1,36,0,1
59,520762.0,380884.0,606,Business,0,24,0,0
22,577990.0,350075.0,804,Self-Employed,0,36,1,0
64,308554.0,928931.0,503,Salaried,0,24,0,1
31,641525.0,379297.0,698,Salaried,2,24,2,0
34,496543.0,373644.0,337,Salaried,0,24,1,0
22,150000.0,101520.0,457,Salaried,0,60,1,0
33,285373.0,552364.0,846,Salaried,2,60,1,0
31,546652.0,559331.0,854,Self-Employed,0,36,1,0
31,895154.0,345042.0,495,Salaried,0,12,0,0
31,433721.0,250948.0,584,Salaried,1,24,0,0
60,838557.0,481639.0,758,Salaried,0,12,0,0
62,169525.0,434609.0,803,Salaried,0,48,2,0
62,1201195.0,314461.0,355,Salaried,1,36,1,0
24,674640.0,180264.0,806,Self-Employed,0,36,3,0
64,339625.0,515040.0,654,Salaried,0,24,1,1
30,764720.0,257392.0,854,Salaried,1,48,1,0
45,721167.0,586827.0,733,Self-Employed,0,12,2,1
58,416814.0,166022.0,709,Self-Employed,2,12,0,0
35,1341711.0,529856.0,784,Self-Employed,2,12,1,0
55,1072793.0,258852.0,330,Self-Employed,0,48,0,0
52,390947.0,147189.0,550,Self-Employed,0,60,0,0
31,676111.0,555597.0,319,Salaried,2,24,1,1
55,933934.0,724792.0,863,Self-Employed,2,36,1,0
37,821448.0,581554.0,677,Self-Employed,2,12,1,0
28,1144054.0,212866.0,383,Salaried,0,12,0,0
56,1319725.0,596761.0,865,Business,1,48,0,0
41,886638.0,326592.0,762,Business,0,24,2,0
56,508833.0,679458.0,847,Self-Employed,0,12,2,1
43,654735.0,367473.0,526,Self-Employed,0,48,0,0
21,577772.0,483393.0,852,Salaried,0,48,1,0
43,874209.0,324844.0,694,Salaried,1,24,0,1
39,1088558.0,226849.0,350,Self-Employed,0,60,0,1
49,573776.0,420879.0,412,Salaried,2,48,0,1
38,245871.0,354305.0,495,Business,1,48,0,1
36,936367.0,231666.0,610,Self-Employed,1,60,0,0
52,606412.0,373745.0,898,Business,1,12,0,1
56,397067.0,320475.0,770,Self-Employed,2,48,0,1
48,766275.0,137485.0,889,Salaried,0,60,0,0
38,944711.0,307577.0,792,Salaried,2,36,0,0
30,732061.0,209870.0,448,Business,1,12,0,0
23,527581.0,839192.0,305,Self-Employed,0,48,0,1
30,1400249.0,98063.0,862,Self-Employed,0,12,2,0
23,607027.0,449593.0,752,Salaried,1,24,1,0
49,516819.0,844002.0,485,Business,3,48,0,1
27,626533.0,153625.0,871,Salaried,2,12,0,0
61,583135.0,507757.0,612,Salaried,1,24,1,1
55,494969.0,129826.0,594,Salaried,0,12,0,0
22,745069.0,51857.0,521,Self-Employed,2,60,1,0
49,595243.0,270645.0,888,Salaried,1,12,2,0
45,761161.0,676702.0,391,Salaried,2,60,0,1
54,588313.0,795966.0,598,Salaried,1,60,0,1
64,895099.0,620209.0,738,Salaried,0,48,1,0
43,314229.0,235486.0,457,Business,0,36,2,0
22,676416.0,219938.0,564,Salaried,1,12,0,0
50,649429.0,499281.0,726,Business,0,60,1,1
63,689992.0,175118.0,829,Salaried,0,36,1,0
27,646626.0,53184.0,660,Self-Employed,1,12,0,0
55,638057.0,680107.0,851,Self-Employed,1,24,1,0
55,681461.0,252188.0,841,Salaried,0,12,0,0
59,609042.0,401399.0,502,Salaried,0,36,0,0
51,426925.0,423500.0,416,Salaried,2,12,0,1
46,371631.0,164343.0,387,Self-Employed,3,48,1,1
44,796571.0,412362.0,676,Self-Employed,1,24,0,0
58,437405.0,633018.0,863,Salaried,2,12,0,0
60,357648.0,75317.0,808,Salaried,3,12,2,1
55,695239.0,290034.0,800,Salaried,0,60,0,0
29,459226.0,378608.0,729,Self-Employed,2,60,1,1
29,786495.0,102518.0,896,Business,0,60,1,1
56,712153.0,363932.0,656,Salaried,2,48,0,0
32,292945.0,570130.0,566,Salaried,2,60,3,1
64,1268426.0,237967.0,848,Business,1,48,2,0
31,648731.0,136149.0,876,Salaried,2,12,0,0
42,753671.0,616149.0,695,Self-Employed,2,60,0,1
46,668546.0,424325.0,541,Salaried,1,24,3,0
61,491977.0,501482.0,331,Self-Employed,0,12,0,1
30,1471894.0,601042.0,518,Self-Employed,0,60,0,0
53,729018.0,265953.0,605,Self-Employed,1,36,1,0
32,243249.0,272848.0,849,Self-Employed,1,24,2,1
63,922405.0,92827.0,640,Salaried,2,24,1,0
59,770429.0,288976.0,402,Salaried,0,48,2,0
53,403757.0,315484.0,856,Self-Employed,1,24,0,0
61,672165.0,465927.0,413,Salaried,2,48,0,0
31,309481.0,438018.0,666,Business,1,60,0,1
52,868873.0,654098.0,877,Business,1,24,2,0
30,669891.0,157607.0,704,Salaried,1,24,0,0
31,917991.0,303624.0,613,Salaried,1,36,1,0
25,807693.0,394425.0,863,Self-Employed,1,24,0,0
43,358990.0,330754.0,499,Salaried,0,12,1,1
41,570823.0,316535.0,596,Self-Employed,2,60,1,1
62,725124.0,397149.0,451,Self-Employed,2,48,1,0
38,632327.0,283324.0,686,Self-Employed,0,60,1,0
45,849463.0,581941.0,303,Business,0,24,0,1
40,413806.0,410042.0,849,Salaried,1,48,0,1
50,764761.0,345563.0,796,Salaried,1,48,1,0
61,409371.0,580658.0,388,Salaried,1,12,1,1
62,603435.0,519433.0,524,Business,0,60,0,1
33,1053772.0,132656.0,825,Self-Employed,2,48,1,0
44,150000.0,365747.0,548,Salaried,1,24,1,1
55,473501.0,100008.0,708,Salaried,1,36,0,0
61,1101186.0,515745.0,368,Business,2,12,1,1
61,406158.0,759441.0,409,Self-Employed,0,12,0,1
43,1001874.0,137055.0,360,Salaried,1,36,0,0
27,518906.0,782167.0,656,Salaried,3,12,0,0
49,341141.0,385885.0,589,Salaried,2,12,0,0
42,573621.0,364996.0,641,Salaried,0,36,1,0
23,499545.0,476696.0,382,Business,1,12,1,1
39,560358.0,485516.0,430,Business,1,60,0,1
25,902523.0,493534.0,596,Salaried,2,48,1,0
44,688702.0,184049.0,469,Salaried,0,36,3,1
29,873471.0,460972.0,833,Business,0,12,1,0
34,876690.0,748560.0,712,Salaried,3,36,1,1
50,1250487.0,364433.0,382,Self-Employed,1,48,0,0
47,522132.0,315777.0,475,Salaried,0,36,1,0
35,900897.0,158201.0,797,Self-Employed,0,12,0,0
58,762740.0,91419.0,421,Salaried,3,24,1,0
59,899478.0,205327.0,351,Salaried,2,48,1,0
48,284536.0,293594.0,373,Self-Employed,2,48,0,1
39,980255.0,586002.0,457,Salaried,1,48,1,1
29,849532.0,431694.0,807,Salaried,0,48,3,0
33,844375.0,534036.0,303,Salaried,1,48,0,0
39,574634.0,50000.0,614,Salaried,0,36,0,0
24,407058.0,528178.0,830,Business,1,60,2,1
40,656461.0,429727.0,375,Salaried,3,12,0,0
36,349581.0,707735.0,326,Salaried,1,48,1,1
38,911366.0,263504.0,518,Business,0,48,0,0
21,910926.0,227749.0,399,Business,2,12,2,1
52,563348.0,378365.0,457,Self-Employed,1,24,1,0
28,150000.0,312762.0,886,Business,2,48,0,1
44,654448.0,731676.0,840,Business,4,12,2,1
47,150000.0,472136.0,586,Business,0,36,1,1
62,457395.0,312028.0,670,Self-Employed,2,36,2,0
50,539970.0,459765.0,645,Salaried,1,60,1,1
64,564242.0,293365.0,506,Self-Employed,0,36,0,0
59,498502.0,104697.0,329,Self-Employed,2,36,1,1
56,993247.0,306809.0,871,Business,1,12,0,0
29,721657.0,509461.0,826,Salaried,1,12,1,0
31,451997.0,434970.0,531,Salaried,1,36,0,0
40,725288.0,688838.0,766,Salaried,1,60,0,0
23,347544.0,842035.0,321,Salaried,1,12,0,1
39,721357.0,541531.0,598,Salaried,0,48,0,1
43,786168.0,123488.0,750,Self-Employed,1,60,0,0
53,463604.0,446623.0,767,Self-Employed,2,12,2,1
52,182378.0,265679.0,888,Self-Employed,0,60,1,1
57,410471.0,707774.0,538,Salaried,1,48,0,1
44,276799.0,555297.0,770,Business,2,60,0,1
41,898184.0,367274.0,364,Salaried,0,12,0,0
46,775899.0,450635.0,310,Self-Employed,0,24,1,0
24,760817.0,469555.0,719,Salaried,2,60,0,0
33,1096198.0,844084.0,459,Business,0,36,2,1
24,377783.0,238553.0,830,Salaried,1,24,1,0
28,765383.0,284910.0,400,Salaried,0,36,0,0
64,681376.0,50000.0,481,Salaried,0,12,0,0
48,509683.0,838371.0,381,Salaried,2,48,0,1
37,727288.0,50000.0,822,Salaried,1,60,1,0
32,1136020.0,631225.0,374,Business,0,36,0,0
52,269180.0,281384.0,591,Business,3,48,1,1
37,861818.0,613024.0,427,Self-Employed,0,12,0,0
59,825400.0,435947.0,836,Business,0,48,1,0
25,215373.0,411620.0,502,Business,2,60,1,1
24,738334.0,495711.0,753,Salaried,1,60,1,0
47,428872.0,679908.0,782,Self-Employed,0,12,2,1
35,940980.0,620247.0,878,Salaried,0,12,2,0
40,308432.0,431399.0,596,Business,1,60,0,0
45,552584.0,293025.0,721,Salaried,1,60,1,0
24,866234.0,377403.0,343,Salaried,1,48,0,0
33,386463.0,212902.0,647,Self-Employed,0,24,0,0
38,212435.0,50000.0,339,Salaried,0,48,1,0
27,1006741.0,510625.0,355,Salaried,1,24,0,0
30,1030358.0,475699.0,494,Salaried,2,60,0,0
48,813699.0,540243.0,586,Salaried,0,48,0,0
34,639822.0,517322.0,372,Salaried,1,60,1,0
59,651702.0,561857.0,855,Business,1,48,0,0
36,412207.0,224678.0,607,Self-Employed,0,48,0,0
36,655308.0,450849.0,654,Self-Employed,0,60,2,0
55,796053.0,454780.0,832,Self-Employed,0,48,1,0
34,341748.0,290003.0,443,Salaried,0,36,0,1
25,782439.0,335607.0,475,Salaried,0,24,0,0
64,243768.0,359101.0,613,Self-Employed,1,12,1,1
51,995179.0,318532.0,437,Self-Employed,1,24,0,1
38,715857.0,501469.0,813,Business,1,36,1,0
26,916895.0,496095.0,754,Salaried,3,36,0,0
33,587502.0,332111.0,479,Salaried,0,12,0,0
61,860744.0,241269.0,571,Salaried,0,48,1,0
42,150000.0,382781.0,636,Self-Employed,1,36,0,1
61,1040864.0,597910.0,820,Salaried,0,24,0,0
30,150000.0,512736.0,423,Self-Employed,0,48,1,1
51,748515.0,244026.0,303,Self-Employed,2,60,1,1
24,515658.0,369767.0,306,Self-Employed,1,60,1,1
57,609703.0,249702.0,371,Salaried,0,60,2,0
41,369335.0,377794.0,330,Salaried,1,24,0,1
59,340597.0,312616.0,779,Salaried,1,60,0,1
58,801716.0,286217.0,718,Salaried,1,12,0,0
52,885190.0,310635.0,672,Self-Employed,1,12,1,0
51,544379.0,802097.0,538,Salaried,2,60,0,1
33,903194.0,558293.0,703,Salaried,2,24,0,0
25,228367.0,518780.0,474,Business,3,24,2,1
48,481664.0,194959.0,668,Salaried,4,24,1,0
25,1030808.0,546241.0,770,Salaried,1,60,0,0
41,841059.0,639703.0,857,Salaried,2,12,0,0
25,369507.0,365631.0,519,Self-Employed,1,36,3,1
59,885119.0,424416.0,713,Salaried,0,24,0,0
32,610284.0,308362.0,418,Salaried,3,60,2,0
64,767041.0,341433.0,666,Business,0,36,0,0
29,488364.0,349664.0,340,Self-Employed,0,60,1,0
24,710930.0,726997.0,379,Self-Employed,0,12,2,1
51,150000.0,620613.0,481,Salaried,2,48,1,1
59,399206.0,216683.0,815,Salaried,1,48,0,0
28,814714.0,337889.0,430,Self-Employed,0,60,0,1
50,579824.0,546936.0,789,Salaried,1,36,0,0
38,531567.0,50000.0,380,Business,3,12,0,1
57,237762.0,241424.0,512,Self-Employed,1,12,0,1
63,466001.0,272356.0,590,Salaried,3,60,0,0
39,826226.0,221076.0,431,Salaried,1,12,1,0
30,410129.0,50000.0,731,Salaried,0,60,0,0
39,744234.0,421239.0,359,Salaried,0,48,1,0
21,711251.0,194811.0,317,Salaried,0,24,1,0
52,907988.0,555318.0,576,Self-Employed,3,60,1,0
54,410759.0,344962.0,838,Salaried,1,24,3,1
62,553072.0,341938.0,502,Salaried,4,36,0,0
35,518036.0,364333.0,831,Salaried,1,60,0,0
62,430951.0,582418.0,348,Salaried,1,24,1,1
26,789022.0,311075.0,545,Self-Employed,1,12,0,0
33,613289.0,620881.0,377,Business,0,24,1,1
31,1070384.0,641891.0,755,Salaried,2,12,1,0
49,676272.0,599925.0,364,Salaried,1,36,1,1
53,1087701.0,50000.0,504,Business,1,60,0,0
26,788954.0,830881.0,805,Self-Employed,0,24,0,1
57,620241.0,712349.0,689,Salaried,1,12,0,1
49,844280.0,501501.0,751,Self-Employed,0,12,0,0
54,797187.0,542462.0,585,Salaried,1,60,0,0
52,481668.0,494661.0,441,Salaried,3,60,0,1
39,649607.0,72151.0,635,Salaried,0,36,1,1
24,1087074.0,353249.0,504,Salaried,0,48,0,0
37,1131925.0,517384.0,643,Business,1,24,0,0
42,743987.0,575158.0,829,Salaried,0,48,0,0
62,856047.0,937305.0,587,Salaried,0,60,1,1
49,661114.0,282278.0,680,Self-Employed,3,60,0,0
46,1057123.0,337693.0,722,Salaried,3,60,2,1
24,732467.0,555891.0,337,Business,2,36,1,0
61,1104014.0,646733.0,649,Salaried,1,36,0,0
42,909101.0,275789.0,459,Salaried,1,12,0,0
27,569367.0,215150.0,377,Self-Employed,2,48,0,1
40,263048.0,393245.0,622,Salaried,0,60,2,1
23,1241732.0,602991.0,340,Salaried,0,36,1,1
21,889146.0,378600.0,780,Salaried,1,60,2,1
37,803433.0,380600.0,754,Salaried,1,48,1,0
48,830194.0,413402.0,306,Salaried,0,12,1,0
37,1021068.0,237499.0,420,Salaried,0,24,0,1
57,535785.0,171780.0,408,Self-Employed,2,36,0,0
38,898428.0,368224.0,883,Business,1,60,0,0
40,756880.0,187195.0,636,Business,1,12,1,0
27,538233.0,346384.0,450,Self-Employed,0,60,1,1
29,232522.0,50000.0,786,Salaried,1,24,2,0
52,769880.0,351498.0,399,Self-Employed,1,12,0,0
22,587191.0,372082.0,383,Self-Employed,1,12,0,0
32,819913.0,482221.0,785,Business,2,24,0,0
40,713119.0,541674.0,662,Salaried,2,36,1,1
54,625513.0,937228.0,751,Business,0,48,1,0
41,548119.0,264821.0,775,Salaried,2,24,4,0
44,793008.0,613672.0,340,Salaried,2,48,0,1
56,904673.0,516392.0,734,Salaried,0,36,0,0
36,854048.0,370746.0,720,Salaried,0,36,0,1
50,336005.0,311822.0,764,Salaried,1,36,2,1
24,514244.0,385302.0,565,Business,0,48,0,0
50,410916.0,407797.0,875,Salaried,5,48,2,1
